"id";"active";"author";"category";"description";"format";"in_stock_number";"isbn";"language";"list_price";"number_of_pages";"our_price";"publication_date";"publisher";"shipping_weight";"title"
23;"1";"Homer";"Arts & Literature";"<p style=""margin: 0px 0px 14px; padding: 0px; color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;""><em>""Wilson&rsquo;s language is fresh, unpretentious and lean&hellip;It is rare to find a translation that is at once so effortlessly easy to read and so rigorously considered."" ―Madeline Miller, author of&nbsp;Circe</em></p>
<p style=""margin: -4px 0px 14px; padding: 0px; color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">Composed at the rosy-fingered dawn of world literature almost three millennia ago,&nbsp;<em>The Odyssey</em>&nbsp;is a poem about violence and the aftermath of war; about wealth, poverty and power; about marriage and family; about travelers, hospitality, and the yearning for home.</p>
<p style=""margin: -4px 0px 14px; padding: 0px; color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">This fresh, authoritative translation captures the beauty of this ancient poem as well as the drama of its narrative. Its characters are unforgettable, none more so than the &ldquo;complicated&rdquo; hero himself, a man of many disguises, many tricks, and many moods, who emerges in this version as a more fully rounded human being than ever before.</p>
<p style=""margin: -4px 0px 14px; padding: 0px; color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">Written in iambic pentameter verse and a vivid, contemporary idiom, Emily Wilson&rsquo;s&nbsp;<em>Odyssey</em>&nbsp;sings with a voice that echoes Homer&rsquo;s music; matching the number of lines in the Greek original, the poem sails along at Homer&rsquo;s swift, smooth pace.</p>
<p style=""margin: -4px 0px 0px; padding: 0px; color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">A fascinating, informative introduction explores the Bronze Age milieu that produced the epic, the poem&rsquo;s major themes, the controversies about its origins, and the unparalleled scope of its impact and influence. Maps drawn especially for this volume, a pronunciation glossary, and extensive notes and summaries of each book make this is an&nbsp;<em>Odyssey</em>&nbsp;that will be treasured by a new generation of readers.</p>
<p><span style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">3 maps</span></p>";"paperback";20;"0393356256";"english";16.95;592;13.73;"2018-11-06";"W. W. Norton & Company; 1st Edition";1.44;"The Odyssey"
24;"1";"James Joyce ";"Fiction";"<p><span style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">COMPLETE AND UNABRIDGED. With a new Introduction by Cedric Watts, Research Professor of English, University of Sussex. James Joyces astonishing masterpiece, Ulysses, tells of the diverse events which befall Leopold Bloom and Stephen Dedalus in Dublin on 16 June 1904, during which Blooms voluptuous wife, Molly, commits adultery. Initially deemed obscene in England and the USA, this richly-allusive novel, revolutionary in its Modernistic experimentalism, was hailed as a work of genius by W. B. Yeats, T. S. Eliot and Ernest Hemingway. Scandalously frank, wittily erudite, mercurially eloquent, resourcefully comic and generously humane, Ulysses offers the reader a life-changing experience.</span></p>";"paperback";20;"1840226358";"english";9.04;736;8.24;"2010-01-15";"Wordsworth Editions Ltd; Later Printing Edition";15.9;"Ulysses (Wordsworth Classics)"
25;"1";"Ernest Hemingway";"Fiction";"<p><em style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">The Old Man and the Sea</em><span style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">&nbsp;is one of Hemingway's most enduring works. Told in language of great simplicity and power, it is the story of an old Cuban fisherman, down on his luck, and his supreme ordeal -- a relentless, agonizing battle with a giant marlin far out in the Gulf Stream.</span><br style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"" /><br style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"" /><span style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">Here Hemingway recasts, in strikingly contemporary style, the classic theme of courage in the face of defeat, of personal triumph won from loss. Written in 1952, this hugely successful novella confirmed his power and presence in the literary world and played a large part in his winning the 1954 Nobel Prize for Literature.</span></p>";"paperback";20;"0684801221";"english";12.99;128;9.89;"1995-05-05";"Scribner; Reissue Edition";4.9;"The Old Man and The Sea, Book Cover May Vary"
26;"1";"Fyodor Dostoevsky";"Fiction";"<p><em>Winner of the Pen/Book-of-the-Month Club Translation Prize</em><br style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"" /><br style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"" /><em style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">The Brothers Karamasov</em><span style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">&nbsp;is a murder mystery, a courtroom drama, and an exploration of erotic rivalry in a series of triangular love affairs involving the &ldquo;wicked and sentimental&rdquo; Fyodor Pavlovich Karamazov and his three sons―the impulsive and sensual Dmitri; the coldly rational Ivan; and the healthy, red-cheeked young novice Alyosha. Through the gripping events of their story, Dostoevsky portrays the whole of Russian life, is social and spiritual striving, in what was both the golden age and a tragic turning point in Russian culture.</span><br style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"" /><br style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"" /><span style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">This award-winning translation by Richard Pevear and Larissa Volokhonsky remains true to the verbal</span><br style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"" /><span style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">inventiveness of Dostoevsky&rsquo;s prose, preserving the multiple voices, the humor, and the surprising modernity of the original. It is an achievement worthy of Dostoevsky&rsquo;s last and greatest novel.</span></p>";"paperback";20;"0374528373";"english";18.0;824;14.99;"2002-06-14";"Farrar, Straus and Giroux; 12th Edition";1.38;"The Brothers Karamazov"
27;"1";"Cormac McCarthy";"Fiction";"<p><em>NATIONAL BESTSELLER</em><br style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"" /><em>WINNER OF THE PULITZER PRIZE</em><br style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"" /><br style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"" /><em>The searing, post-apocalyptic novel about a father and son's fight to survive.</em><br style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"" /><br style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"" /><span style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">A father and his son walk alone through burned America. Nothing moves in the ravaged landscape save the ash on the wind. It is cold enough to crack stones, and when the snow falls it is gray. The sky is dark. Their destination is the coast, although they don't know what, if anything, awaits them there. They have nothing; just a pistol to defend themselves against the lawless bands that stalk the road, the clothes they are wearing, a cart of scavenged food&mdash;and each other.</span><br style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"" /><br style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"" /><em style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">The Road</em><strong style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">&nbsp;</strong><span style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">is the profoundly moving story of a journey. It boldly imagines a future in which no hope remains, but in which the father and his son, ""each the other's world entire,"" are sustained by love. Awesome in the totality of its vision, it is an unflinching meditation on the worst and the best that we are capable of: ultimate destructiveness, desperate tenacity, and the tenderness that keeps two people alive in the face of total devastation.</span><br style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"" /><br style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"" /><em>A&nbsp;New York Times&nbsp;Notable Book<br />One of the Best Books of the Year<br />The Boston Globe, The Christian Science Monitor, The Denver Post, The Kansas City Star, Los Angeles Times, New York, People, Rocky Mountain News, Time, The Village Voice, The Washington Post</em></p>";"paperback";20;"9780307387899";"english";7.99;287;5.06;"2006-03-28";"Vintage";11.2;"The Road"
28;"1";"Gayle Laakmann McDowell";"Programming";"<p style=""margin: 0px 0px 14px; padding: 0px; color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">I am not a recruiter. I am a software engineer. And as such, I know what it's like to be asked to whip up brilliant algorithms on the spot and then write flawless code on a whiteboard. I've been through this as a candidate and as an interviewer.<br /><br />Cracking the Coding Interview, 6th Edition is here to help you through this process, teaching you what you need to know and enabling you to perform at your very best. I've coached and interviewed hundreds of software engineers. The result is this book.<br /><br />Learn how to uncover the hints and hidden details in a question, discover how to break down a problem into manageable chunks, develop techniques to unstick yourself when stuck, learn (or re-learn) core computer science concepts, and practice on 189 interview questions and solutions.<br /><br />These interview questions are real; they are not pulled out of computer science textbooks. They reflect what's truly being asked at the top companies, so that you can be as prepared as possible.&nbsp;<strong>WHAT'S INSIDE?</strong></p>
<ul style=""margin: 0px 0px 18px 20px; padding: 0px; color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">
<li style=""margin: 0px 0px 0px 20px; overflow-wrap: break-word;"">189 programming interview questions, ranging from the basics to the trickiest algorithm problems.</li>
<li style=""margin: 0px 0px 0px 20px; overflow-wrap: break-word;"">A walk-through of how to derive each solution, so that you can learn how to get there yourself.</li>
<li style=""margin: 0px 0px 0px 20px; overflow-wrap: break-word;"">Hints on how to solve each of the 189 questions, just like what you would get in a real interview.</li>
<li style=""margin: 0px 0px 0px 20px; overflow-wrap: break-word;"">Five proven strategies to tackle algorithm questions, so that you can solve questions you haven't seen.</li>
<li style=""margin: 0px 0px 0px 20px; overflow-wrap: break-word;"">Extensive coverage of essential topics, such as big O time, data structures, and core algorithms.</li>
<li style=""margin: 0px 0px 0px 20px; overflow-wrap: break-word;"">A behind the scenes look at how top companies like Google and Facebook hire developers.</li>
<li style=""margin: 0px 0px 0px 20px; overflow-wrap: break-word;"">Techniques to prepare for and ace the soft side of the interview: behavioral questions.</li>
<li style=""margin: 0px 0px 0px 20px; overflow-wrap: break-word;"">For interviewers and companies: details on what makes a good interview question and hiring process.</li>
</ul>
<p style=""margin: 0px 0px 14px; padding: 0px; color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;""><strong><label>Illustrations note</label>Illustrations</strong>: Illustrations, black and white</p>";"paperback";20;"0984782850";"english";39.95;687;26.99;"2015-07-01";"CareerCup; 6th Edition";2.75;"Cracking the Coding Interview: 189 Programming Questions and Solutions"
29;"1";"Martin Fowler";"Programming";"<p style=""margin: 0px; padding: 0px; color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">The practice of enterprise application development has benefited from the emergence of many new enabling technologies. Multi-tiered object-oriented platforms, such as Java and .NET, have become commonplace. These new tools and technologies are capable of building powerful applications, but they are not easily implemented. Common failures in enterprise applications often occur because their developers do not understand the architectural lessons that experienced object developers have learned.</p>
<p style=""margin: 0px; padding: 0px; color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">&nbsp;</p>
<p style=""margin: 0px; padding: 0px; color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;""><strong><em>Patterns of Enterprise Application Architecture</em>&nbsp;</strong>is written in direct response to the stiff challenges that face enterprise application developers. The author, noted object-oriented designer Martin Fowler, noticed that despite changes in technology--from Smalltalk to CORBA to Java to .NET--the same basic design ideas can be adapted and applied to solve common problems. With the help of an expert group of contributors, Martin distills over forty recurring solutions into patterns. The result is an indispensable handbook of solutions that are applicable to any enterprise application platform.</p>
<p style=""margin: 0px; padding: 0px; color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">&nbsp;</p>
<p style=""margin: 0px; padding: 0px; color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">This book is actually two books in one. The first section is a short tutorial on developing enterprise applications, which you can read from start to finish to understand the scope of the book's lessons. The next section, the bulk of the book, is a detailed reference to the patterns themselves. Each pattern provides usage and implementation information, as well as detailed code examples in Java or C#. The entire book is also richly illustrated with UML diagrams to further explain the concepts.</p>
<p style=""margin: 0px; padding: 0px; color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">Armed with this book, you will have the knowledge necessary to make important architectural decisions about building an enterprise application and the proven patterns for use when building them.</p>
<p style=""margin: 0px; padding: 0px; color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">&nbsp;</p>
<p style=""margin: 0px; padding: 0px; color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">The topics covered include</p>
<p style=""margin: 0px; padding: 0px; color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">&middot;&nbsp; Dividing an enterprise application into layers</p>
<p style=""margin: 0px; padding: 0px; color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">&middot;&nbsp; The major approaches to organizing business logic</p>
<p style=""margin: 0px; padding: 0px; color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">&middot;&nbsp; An in-depth treatment of mapping between objects and relational databases</p>
<p style=""margin: 0px; padding: 0px; color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">&middot;&nbsp; Using Model-View-Controller to organize a Web presentation</p>
<p style=""margin: 0px; padding: 0px; color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">&middot;&nbsp; Handling concurrency for data that spans multiple transactions</p>
<p style=""margin: 0px; padding: 0px; color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">&middot;&nbsp; Designing distributed object interfaces</p>";"hardcover";20;"0321127420";"english";69.99;560;53.0;"2002-11-15";"Addison-Wesley Professional; 1st Edition";2.44;"Patterns of Enterprise Application Architecture"
30;"1";"Andrew Hunt";"Programming";"<p><span style=""color: #0f1111; font-family: 'Amazon Ember', Arial, sans-serif; font-size: 13px;"">Programmers are craftspeople trained to use a certain set of tools (editors, object managers, version trackers) to generate a certain kind of product (programs) that will operate in some environment (operating systems on hardware assemblies). Like any other craft, computer programming has spawned a body of wisdom, most of which isn't taught at universities or in certification classes. Most programmers arrive at the so-called tricks of the trade over time, through independent experimentation. In&nbsp;</span><em style=""box-sizing: border-box; color: #0f1111; font-family: 'Amazon Ember', Arial, sans-serif; font-size: 13px;"">The Pragmatic Programmer</em><span style=""color: #0f1111; font-family: 'Amazon Ember', Arial, sans-serif; font-size: 13px;"">, Andrew Hunt and David Thomas codify many of the truths they've discovered during their respective careers as designers of software and writers of code.</span></p>
<p style=""box-sizing: border-box; padding: 0px; margin: 0px 0px 14px; color: #0f1111; font-family: 'Amazon Ember', Arial, sans-serif; font-size: 13px;"">Some of the authors' nuggets of pragmatism are concrete, and the path to their implementation is clear. They advise readers to learn one text editor, for example, and use it for everything. They also recommend the use of version-tracking software for even the smallest projects, and promote the merits of learning regular expression syntax and a text-manipulation language. Other (perhaps more valuable) advice is more light-hearted. In the debugging section, it is noted that, ""if you see hoof prints think horses, not zebras."" That is, suspect everything, but start looking for problems in the most obvious places. There are recommendations for making estimates of time and expense, and for integrating testing into the development process. You'll want a copy of&nbsp;<em style=""box-sizing: border-box;"">The Pragmatic Programmer</em>&nbsp;for two reasons: it displays your own accumulated wisdom more cleanly than you ever bothered to state it, and it introduces you to methods of work that you may not yet have considered. Working programmers will enjoy this book.&nbsp;<em style=""box-sizing: border-box;"">--David Wall</em></p>
<p style=""box-sizing: border-box; padding: 0px; margin: -4px 0px 0px; color: #0f1111; font-family: 'Amazon Ember', Arial, sans-serif; font-size: 13px;""><span style=""box-sizing: border-box; font-weight: bold;"">Topics covered</span>: A useful approach to software design and construction that allows for efficient, profitable development of high-quality products. Elements of the approach include specification development, customer relations, team management, design practices, development tools, and testing procedures. This approach is presented with the help of anecdotes and technical problems.</p>";"paperback";20;"9780201616224";"english";49.99;352;40.16;"1999-10-30";"Addison-Wesley Professional; 1st Edition";1.33;"The Pragmatic Programmer: From Journeyman to Master"
31;"1";"Robert C. Martin";"Programming";"<p><span style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">Even bad code can function. But if code isn&rsquo;t clean, it can bring a development organization to its knees. Every year, countless hours and significant resources are lost because of poorly written code. But it doesn&rsquo;t have to be that way.</span><br style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"" /><br style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"" /><span style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">Noted software expert Robert C. Martin presents a revolutionary paradigm with&nbsp;</span><em style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;""><strong>Clean Code: A Handbook of Agile Software Craftsmanship</strong>&nbsp;</em><span style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">. Martin has teamed up with his colleagues from Object Mentor to distill their best agile practice of cleaning code &ldquo;on the fly&rdquo; into a book that will instill within you the values of a software craftsman and make you a better programmer&mdash;but only if you work at it.</span><br style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"" /><br style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"" /><span style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">What kind of work will you be doing? You&rsquo;ll be reading code&mdash;lots of code. And you will be challenged to think about what&rsquo;s right about that code, and what&rsquo;s wrong with it. More importantly, you will be challenged to reassess your professional values and your commitment to your craft.</span><br style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"" /><br style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"" /><em style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;""><strong>Clean Code</strong>&nbsp;</em><span style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">is divided into three parts. The first describes the principles, patterns, and practices of writing clean code. The second part consists of several case studies of increasing complexity. Each case study is an exercise in cleaning up code&mdash;of transforming a code base that has some problems into one that is sound and efficient. The third part is the payoff: a single chapter containing a list of heuristics and &ldquo;smells&rdquo; gathered while creating the case studies. The result is a knowledge base that describes the way we think when we write, read, and clean code.</span><br style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"" /><br style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"" /><span style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">Readers will come away from this book understanding</span></p>
<ul style=""margin: 0px 0px 18px 20px; padding: 0px; color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">
<li style=""margin: 0px 0px 0px 20px; overflow-wrap: break-word;"">How to tell the difference between good and bad code</li>
<li style=""margin: 0px 0px 0px 20px; overflow-wrap: break-word;"">How to write good code and how to transform bad code into good code</li>
<li style=""margin: 0px 0px 0px 20px; overflow-wrap: break-word;"">How to create good names, good functions, good objects, and good classes</li>
<li style=""margin: 0px 0px 0px 20px; overflow-wrap: break-word;"">How to format code for maximum readability</li>
<li style=""margin: 0px 0px 0px 20px; overflow-wrap: break-word;"">How to implement complete error handling without obscuring code logic</li>
<li style=""margin: 0px 0px 0px 20px; overflow-wrap: break-word;"">How to unit test and practice test-driven development</li>
</ul>
<p><span style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">This book is a must for any developer, software engineer, project manager, team lead, or systems analyst with an interest in producing better code.</span></p>";"paperback";20;"9780132350884";"english";49.99;464;38.2;"2008-08-11";"Pearson; 1st Edition";1.61;"Clean Code: A Handbook of Agile Software Craftsmanship"
32;"1";"Martin Fowler, Kent Beck, John Brant, William Opdyke,  Don Roberts";"Programming";"<p><span style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">As the application of object technology--particularly the Java programming language--has become commonplace, a new problem has emerged to confront the software development community. Significant numbers of poorly designed programs have been created by less-experienced developers, resulting in applications that are inefficient and hard to maintain and extend. Increasingly, software system professionals are discovering just how difficult it is to work with these inherited, non-optimal applications. For several years, expert-level object programmers have employed a growing collection of techniques to improve the structural integrity and performance of such existing software programs. Referred to as refactoring, these practices have remained in the domain of experts because no attempt has been made to transcribe the lore into a form that all developers could use. . .until now. In Refactoring: Improving the Design of Existing Software, renowned object technology mentor Martin Fowler breaks new ground, demystifying these master practices and demonstrating how software practitioners can realize the significant benefits of this new process. With proper training a skilled system designe</span></p>";"hardcover";20;"0201485672";"english";64.99;431;59.39;"1999-07-08";"Addison-Wesley Professional; 1st Edition ";2.05;"Refactoring: Improving the Design of Existing Code"
33;"1";"Henry Petroski";"Engineering";"<p><span style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">How did a simple design error cause one of the great disasters of the 1980s - the collapse of the walkways at the Kansas City Hyatt Regency Hotel? What made the graceful and innovative Tacoma Narrows Bridge twist apart in a mild wind in 1940? How did an oversized waterlily inspire the magnificent Crystal Palace, the crowning achievement of Victorian architecture and engineering? These are some of the failures and successes that Henry Petroski, author of the acclaimed&nbsp;</span><em style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">The Pencil</em><span style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">, examines in this engaging, wonderfully literate book. More than a series of fascinating case studies,&nbsp;</span><em style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">To Engineer is Human</em><span style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">&nbsp;is a work that looks at our deepest notions of progress and perfection, tracing the fine connection between the quantifiable realm of science and the chaotic realities of everyday life.</span></p>";"paperback";20;"0679734163";"english";12.4;272;9.77;"1992-03-31";"Vintage";9.0;"To Engineer Is Human: The Role of Failure in Successful Design"
34;"1";"Don Norman";"Engineering";"<div style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;""><em>Design doesn't have to complicated, which is why this guide to human-centered design shows that usability is just as important as aesthetics.</em></div>
<div style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">&nbsp;</div>
<div style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">Even the smartest among us can feel inept as we fail to figure out which light switch or oven burner to turn on, or whether to push, pull, or slide a door.</div>
<div style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">&nbsp;</div>
<div style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">The fault, argues this ingenious -- even liberating -- book, lies not in ourselves, but in product design that ignores the needs of users and the principles of cognitive psychology. The problems range from ambiguous and hidden controls to arbitrary relationships between controls and functions, coupled with a lack of feedback or other assistance and unreasonable demands on memorization.</div>
<div style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;""><em>&nbsp;</em></div>
<div style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;""><em>The Design of Everyday Things</em>&nbsp;shows that good, usable design is possible. The rules are simple: make things visible, exploit natural relationships that couple function and control, and make intelligent use of constraints. The goal: guide the user effortlessly to the right action on the right control at the right time.<br /><br /><em>The Design of Everyday Things</em>&nbsp;is a powerful primer on how -- and why -- some products satisfy customers while others only frustrate them.</div>";"paperback";20;"9780465050659";"english";18.99;368;14.49;"2013-11-05";"Basic Books; Revised Edition";13.1;"The Design of Everyday Things: Revised and Expanded Edition"
35;"1";"Saeed Moaveni";"Engineering";"<p><span style=""color: #333333; font-family: 'Amazon Ember', Arial, sans-serif;"">Guide students in developing the strong problem-solving skills and a solid foundation in the fundamental principles they need to become analytical, detail-oriented and creative engineers with Moaveni's ENGINEERING FUNDAMENTALS: AN INTRODUCTION TO ENGINEERING, 6th Edition. Students begin by studying what engineers do, with a special inside glimpse into various areas of specialization. This straight-forward overview candidly examines what is required to succeed as an engineer today. The author introduces basic physical concepts and laws that students will encounter in future studies as well as on the job. Professional Profiles highlight the work of practicing engineers around the globe and further emphasize the importance of the principles that students are studying for professional engineering success.</span></p>";"paperback";20;"1337705012";"english";163.95;896;61.49;"2019-01-15";"Cengage Learning; 6th Edition";3.3;"Engineering Fundamentals: An Introduction to Engineering (MindTap Course List)"
